x,u_num,u_exact,abs_err
0.1,0.6535422380304613,0.6535444868168406,2.248786379333012e-06
0.2,1.305528920121965,1.305533529750286,4.609628320384473e-06
0.3,1.949356818765641,1.949363565396788,6.746631146192783e-06
0.4,2.565918084714403,2.56592491416672,6.82945231655907e-06
0.5,3.110739908071545,3.11073888460928,1.02346226560357e-06
0.6,3.492896803876752,3.492865714909515,3.108896723702514e-05
0.7,3.549699485124814,3.549595129121986,0.0001043560028270996
0.8,3.050342527621759,3.050134478641622,0.0002080489801370433
0.9,1.816873491916528,1.816660370276817,0.0002131216397109892
