x,u_num,u_exact,abs_err
0.1,0.1314114570918274,0.1314115474389246,9.034709722022249e-08
0.2,0.2625810231949954,0.2625812093071055,1.861121101121022e-07
0.3,0.3922620340529588,0.392262309492104,2.754391451587068e-07
0.4,0.5167091893348953,0.516709477209408,2.878745126722038e-07
0.5,0.62707951248618,0.6270795029244716,9.561708425032123e-09
0.6,0.7051214817645326,0.705120281766378,1.199998154621795e-06
0.7,0.7178864113064991,0.7178822170930785,4.194213420571913e-06
0.8,0.6181450637924966,0.6181364584757219,8.605316774712435e-06
0.9,0.3688227445258426,0.3688137231020625,9.021423780175564e-06
