x,u_num,u_exact,abs_err
0.1,0.3278689886188467,0.3278695523871119,5.637682651826736e-07
0.2,0.655068063001517,0.6550692222222669,1.159220749946677e-06
0.3,0.9784107906166821,0.9784124991813214,1.70856463932445e-06
0.4,1.288461731987116,1.288463496933059,1.76494594339438e-06
0.5,1.5630639858828,1.563063852432508,1.334502912619939e-07
0.6,1.756649713025831,1.756642109049998,7.603975833658794e-06
0.7,1.787232569079992,1.787206397546892,2.617153309958375e-05
0.8,1.537747503304677,1.537694390674796,5.311262988150212e-05
0.9,0.9169149845306978,0.9168597988400428,5.518569065499079e-05
