x,u_num,u_exact,abs_err
0.1,0.06574973648307862,0.06574975908170694,2.259862831588411e-08
0.2,0.1313828889076986,0.13138293548826,4.658056138029387e-08
0.3,0.1962807987961295,0.1962808678269732,6.903084373566237e-08
0.4,0.2585756653889789,0.258575737812094,7.242311511612698e-08
0.5,0.313849356960774,0.3138493555516929,1.40908112955529e-09
0.6,0.3529721194743472,0.3529718208732384,2.986011088390583e-07
0.7,0.3594439086403146,0.3594428595541725,1.049086142013156e-06
0.8,0.3095825452363598,0.3095803848688138,2.160367545911424e-06
0.9,0.1847560145220421,0.184753742776812,2.271745230097988e-06
